Unnamed_index;department;promoted;review;projects;salary;tenure;satisfaction;bonus;avg_hrs_month;left
1649;operations;0;0.574954402;3;medium;6;0.768398557;1;182.6439357;no
1650;finance;1;0.648648246;4;medium;6;0.444578613;0;182.4612646;no
1651;marketing;0;0.669230716;4;medium;5;0.748798666;0;179.7425707;no
1652;admin;0;0.581155049;3;medium;5;0.698012564;1;180.1774423;no
1653;sales;0;0.615253752;3;high;6;0.555559085;0;182.360794;no
1654;engineering;1;0.651480721;2;medium;6;0.587951323;0;181.8360095;no
1655;support;0;0.642125719;4;low;5;0.546614226;0;180.552791;no
1656;engineering;0;0.579292715;3;medium;6;0.726122746;0;181.6466648;no
1657;admin;0;0.627587466;3;medium;6;0.659876597;0;183.0561106;no
1658;sales;0;0.675643875;4;high;6;0.634408548;0;181.6668867;no
1659;admin;0;0.56191884;3;medium;5;0.698126602;0;180.3424192;no
1660;sales;0;0.669102531;2;high;6;0.433557376;0;182.2662399;no
1661;retail;0;0.530076233;3;medium;6;0.656215461;1;183.4660819;no
1662;logistics;0;0.666000109;4;medium;6;0.500769629;1;182.3172637;no
1663;engineering;0;0.655447159;3;low;5;0.743044994;0;179.2010872;no
1664;operations;0;0.611257288;4;medium;6;0.674709447;0;182.5716719;no
1665;admin;0;0.651098513;4;medium;5;0.590218457;0;179.9600707;no
1666;retail;0;0.737110689;4;medium;5;0.547871085;0;180.3949446;no
1667;engineering;0;0.597746452;3;medium;7;0.551689046;0;186.5050187;no
1668;sales;0;0.570925699;4;low;5;0.720508073;0;181.0682405;no
1669;marketing;0;0.560463705;3;low;3;0.985066796;0;175.1375852;no
1670;sales;0;0.681813704;4;medium;4;0.630003566;0;175.6269269;no
1671;marketing;0;0.63837174;3;medium;6;0.521383138;0;181.5134409;no
1672;retail;0;0.641370746;3;medium;6;0.612224807;0;184.3977842;no
1673;retail;0;0.608066681;4;low;6;0.6098034;0;184.0852538;no
1674;retail;0;0.626750806;4;medium;5;0.692913112;0;179.0764865;no
1675;sales;0;0.622400587;4;medium;5;0.699134819;0;179.083277;no
1676;sales;0;0.696701298;4;low;6;0.481989417;0;181.5463826;no
1677;logistics;0;0.700355687;3;medium;4;0.479256874;0;176.814157;no
1678;engineering;0;0.59541249;3;high;6;0.613416005;0;182.1728376;no
1679;retail;0;0.572757674;3;medium;5;0.737049731;0;180.350041;no
1680;retail;0;0.598310176;3;medium;5;0.697946443;0;181.4742437;no
1681;finance;0;0.739292334;4;medium;3;0.613591633;0;175.4501275;no
1682;operations;0;0.607633432;3;medium;5;0.699860676;0;179.6731674;no
1683;retail;0;0.618136575;4;medium;5;0.561379117;1;180.128396;no
1684;engineering;0;0.689668979;3;medium;5;0.440655154;0;180.7999159;no
1685;engineering;0;0.737288524;3;medium;5;0.493905892;0;179.3823864;no
1686;engineering;0;0.621178044;4;medium;4;0.472659212;1;178.1566431;no
1687;support;0;0.556537991;4;medium;6;0.7307835;0;182.3525006;no
1688;engineering;0;0.630234574;3;low;5;0.647947037;0;180.7732833;no
1689;sales;0;0.641724024;3;high;6;0.692865178;0;183.2157254;no
1690;operations;0;0.62528315;3;medium;6;0.573750146;0;182.4635732;no
1691;retail;1;0.570415972;4;medium;6;0.647584254;0;184.2916394;no
1692;sales;0;0.708234564;3;medium;5;0.737317682;0;180.206416;no
1693;finance;0;0.599947972;3;medium;6;0.478391155;0;183.6867468;no
1694;IT;0;0.744412685;3;medium;6;0.485993456;0;183.3809519;no
1695;engineering;0;0.599026854;3;medium;6;0.669146418;0;184.0827513;no
1696;sales;0;0.735128659;4;medium;5;0.499294295;0;180.7198285;no
1697;sales;0;0.680294007;3;medium;5;0.502249216;0;181.1925591;no
1698;sales;0;0.669893215;3;low;3;0.836937072;0;174.1704453;no
1699;operations;0;0.659241472;3;medium;7;0.514153726;0;185.7355783;no
1700;sales;0;0.647924873;4;medium;5;0.630849855;0;180.490814;no
1701;sales;0;0.708556742;4;medium;5;0.46185457;0;180.6207275;no
1702;operations;0;0.518620629;3;high;5;0.854380295;0;179.773304;no
1703;support;0;0.523168008;3;medium;5;0.797847066;0;180.492;no
1704;marketing;0;0.648253221;3;high;5;0.596909534;0;181.0432575;no
1705;retail;0;0.551285368;4;high;4;0.829060092;1;177.9239205;no
1706;retail;0;0.669562566;3;low;6;0.510610543;0;182.3228097;no
1707;operations;0;0.651686323;3;medium;5;0.597230812;0;180.3315781;no
1708;operations;0;0.65107473;3;medium;6;0.540795632;0;184.3993714;no
1709;marketing;0;0.725117238;4;medium;6;0.558959562;0;182.5188233;no
1710;sales;0;0.650411868;3;medium;6;0.544732842;0;182.8086445;no
1711;engineering;0;0.66955448;4;medium;5;0.514272709;1;179.8590356;no
1712;sales;0;0.54275454;3;low;6;0.69558299;1;183.159368;no
1713;support;0;0.618425363;3;medium;5;0.715748219;0;179.8741021;no
1714;IT;0;0.555691691;3;medium;6;0.837689453;0;181.928832;no
1715;admin;0;0.516629192;3;medium;5;0.837945284;0;179.904736;no
1716;admin;0;0.656553033;3;medium;5;0.646805382;0;180.5958512;no
1717;retail;0;0.657569465;3;medium;3;0.686233784;0;175.2646292;no
1718;engineering;0;0.614141329;3;medium;7;0.590441343;0;186.4132261;yes
1719;retail;0;0.640102061;3;medium;6;0.553363196;0;181.5855832;no
1720;retail;0;0.624083394;3;medium;5;0.701200099;1;179.5820357;no
1721;engineering;0;0.538729154;4;high;4;0.771840071;0;178.3077618;no
1722;engineering;0;0.533718043;4;medium;5;0.700016878;0;178.8054816;no
1723;operations;0;0.644266085;2;medium;7;0.472992987;0;184.9128691;no
1724;marketing;0;0.621583022;4;low;7;0.525184541;1;184.7334546;no
1725;sales;0;0.603867197;3;medium;5;0.740684121;1;179.0602716;no
1726;retail;0;0.578621627;3;medium;5;0.754045438;0;179.0428266;no
1727;sales;0;0.62722895;4;medium;4;0.767502877;0;178.463917;no
1728;marketing;0;0.564799583;4;medium;5;0.751787504;0;179.7586197;no
1729;retail;0;0.654053677;3;medium;5;0.447494196;0;180.6789646;no
1730;engineering;0;0.658578059;4;low;7;0.60560461;0;185.9885143;no
1731;operations;0;0.490127217;4;medium;5;0.900041598;1;180.0552595;no
1732;sales;0;0.621506483;4;medium;6;0.591010536;0;182.6645354;no
1733;engineering;0;0.619956366;3;medium;6;0.56942791;1;182.2247296;no
1734;operations;0;0.577732363;4;low;7;0.667049549;1;186.1509394;no
1735;engineering;0;0.729732608;3;medium;6;0.370000148;0;182.5929123;no
1736;engineering;0;0.660607142;4;high;5;0.542550909;0;180.4883202;no
1737;sales;0;0.647197579;3;medium;5;0.650095657;1;180.320045;no
1738;sales;0;0.677415487;4;low;6;0.584752129;0;182.0758807;no
1739;finance;0;0.634641513;2;high;4;0.728948624;0;176.3653261;no
1740;operations;0;0.607961302;3;medium;5;0.722406288;0;179.1255921;no
1741;finance;0;0.672318806;4;medium;6;0.490082911;0;182.2542832;no
1742;support;0;0.646750972;4;high;6;0.595384003;0;183.4212989;no
1743;engineering;0;0.594683474;4;medium;7;0.579199729;0;184.9153763;no
1744;finance;0;0.69578594;3;medium;4;0.567556859;0;178.4758076;no
1745;operations;0;0.628116934;3;medium;4;0.646479868;0;178.2809904;no
1746;retail;0;0.58660939;4;medium;5;0.757711881;1;179.2149636;no
1747;engineering;0;0.604910154;3;medium;6;0.649479495;0;182.6553816;no
1748;support;0;0.655103274;3;medium;4;0.458680192;0;178.0455331;no
1749;engineering;0;0.679623211;3;medium;4;0.520499018;0;176.8857766;no
1750;support;0;0.674974516;3;medium;6;0.6759571;0;183.7444487;no
1751;support;0;0.667730386;3;low;5;0.555890195;0;180.4070803;no
1752;logistics;0;0.749353233;3;medium;4;0.583799544;0;176.5746723;no
1753;engineering;0;0.523997934;3;medium;6;0.729392458;0;182.027378;no
1754;finance;0;0.53365963;3;medium;5;0.689885795;1;181.1481857;no
1755;admin;0;0.40525029;4;medium;5;1;0;180.0464563;no
1756;operations;0;0.776417648;3;medium;5;0.444358358;0;180.3827843;no
1757;engineering;0;0.496095121;3;medium;6;0.760566629;0;184.1472233;no
1758;support;0;0.479544878;3;high;6;0.855223448;1;182.4328701;no
1759;admin;0;0.553050967;4;low;7;0.633266057;0;185.5687854;no
1760;operations;0;0.598961847;3;medium;5;0.686798369;0;181.1542387;yes
1761;engineering;0;0.550391361;3;low;5;0.758353106;0;179.701227;no
1762;support;0;0.598869925;3;medium;6;0.489126272;0;181.9289508;no
1763;engineering;0;0.729390985;2;low;5;0.477476584;0;180.2183991;no
1764;admin;0;0.608026919;3;medium;6;0.54010794;0;182.3858303;no
1765;retail;1;0.640688284;4;high;6;0.636768537;0;181.514746;no
1766;retail;0;0.58930739;4;low;6;0.546346528;0;182.0104482;no
1767;marketing;0;0.713275453;3;low;7;0.465857836;0;185.0034976;no
1768;operations;0;0.560118934;3;high;6;0.636342605;0;183.8729582;no
1769;operations;0;0.644730464;3;high;5;0.592998899;1;181.3642317;no
1770;engineering;0;0.506379264;2;medium;7;0.750111926;0;185.1531593;no
1771;IT;0;0.654121446;3;high;5;0.702878329;0;181.3671671;no
1772;operations;0;0.600637147;4;low;5;0.776229566;0;180.2817855;no
1773;sales;0;0.726024768;3;low;6;0.439520433;0;184.3704548;no
1774;engineering;0;0.656284516;4;medium;5;0.388914634;1;180.6253199;no
1775;sales;0;0.734061922;3;high;6;0.451462662;0;182.7823988;no
1776;marketing;0;0.627341601;4;medium;6;0.577224591;0;182.4573557;no
1777;operations;0;0.608834835;4;high;4;0.704808505;0;177.9562676;no
1778;support;0;0.650759461;4;medium;5;0.607643953;0;179.9563151;no
1779;marketing;0;0.617277674;3;medium;6;0.567587696;1;181.9597784;no
1780;sales;0;0.74503604;3;medium;6;0.520071899;1;182.4716518;no
1781;finance;1;0.761712813;4;medium;6;0.376193908;1;182.0986808;no
1782;sales;0;0.554788635;3;low;6;0.733493709;0;182.8256319;no
1783;support;0;0.556164722;3;medium;6;0.700706924;0;182.3496085;no
1784;operations;0;0.765237852;3;low;5;0.53207275;0;180.6285973;no
1785;operations;0;0.711146133;4;medium;6;0.4364364;1;183.0350877;no
1786;operations;0;0.67057923;3;low;5;0.669229928;0;181.0305582;no
1787;sales;0;0.614132482;4;medium;5;0.705727669;0;181.4258585;no
1788;support;0;0.561999121;3;low;6;0.64747731;0;183.4535578;no
1789;operations;0;0.605175758;4;medium;5;0.733608988;0;180.7130791;no
1790;engineering;0;0.527698036;3;medium;5;0.707461161;0;179.6586245;no
1791;engineering;0;0.676059933;3;medium;5;0.576594525;0;180.6003672;no
1792;logistics;0;0.716115423;4;medium;6;0.579697016;0;182.9433755;no
1793;admin;0;0.633438019;4;medium;6;0.71152717;0;182.8888237;no
1794;IT;0;0.480863272;4;medium;6;0.822352089;1;183.395305;no
1795;engineering;0;0.675736803;3;medium;6;0.470262779;0;183.7423291;no
1796;operations;0;0.596010005;3;high;5;0.64696973;0;178.5880651;no
1797;sales;0;0.689493754;3;medium;6;0.579800464;0;183.2355367;no
1798;engineering;0;0.637506394;3;medium;6;0.639823537;0;183.4196649;no
1799;retail;0;0.669372047;3;medium;6;0.514141084;0;181.8947842;no
1800;engineering;0;0.609025591;4;low;5;0.669331737;0;180.3210892;no
1801;sales;0;0.47356104;4;low;5;0.798236169;0;181.2465987;no
1802;marketing;0;0.734975188;4;medium;6;0.385786493;0;182.5239961;no
1803;sales;0;0.552335972;4;low;6;0.612384294;0;183.6872955;no
1804;sales;0;0.629537324;3;low;4;0.676325431;1;177.4555005;no
1805;support;0;0.604637275;3;high;6;0.667762921;0;182.9957629;no
1806;retail;0;0.642636024;3;high;6;0.539831666;1;182.822731;no
1807;sales;0;0.738649343;3;medium;6;0.313922558;1;183.6618269;no
1808;sales;0;0.686400474;2;medium;6;0.651640679;0;181.906629;no
1809;retail;1;0.584425399;3;medium;6;0.565793629;0;182.342254;no
1810;operations;0;0.715600992;3;medium;5;0.516874784;0;179.8530141;no
1811;retail;0;0.614364851;3;medium;5;0.686247864;0;179.7658397;no
1812;engineering;0;0.554075194;3;medium;6;0.615193256;0;184.3287872;no
1813;retail;0;0.583723295;3;medium;6;0.651166572;1;182.4815236;no
1814;engineering;0;0.598805419;3;medium;5;0.835886939;0;179.4237487;no
1815;marketing;0;0.573939215;3;medium;6;0.722728672;0;181.5373045;no
1816;marketing;0;0.693789283;3;medium;5;0.66944476;0;179.3426998;no
1817;retail;0;0.716449881;3;low;6;0.568322356;1;182.4305028;no
1818;logistics;0;0.627489994;3;low;7;0.399897212;0;185.5697551;no
1819;support;0;0.54226274;4;medium;6;0.790391506;1;184.1321534;no
1820;sales;0;0.64083541;3;high;7;0.45089562;0;186.2243756;no
1821;engineering;0;0.674064998;3;medium;4;0.602943588;1;177.799658;no
1822;finance;0;0.595569046;3;high;6;0.683506474;0;182.3945921;no
1823;sales;0;0.772850209;3;low;5;0.577809564;0;180.6637411;no
1824;support;0;0.638370436;4;high;6;0.446947346;0;183.4016399;no
1825;sales;0;0.539410006;3;medium;6;0.570918618;0;182.815375;no
1826;retail;0;0.613670846;4;medium;6;0.56453514;1;182.8769393;no
1827;engineering;0;0.687470402;4;medium;3;0.699339152;0;175.4385653;no
1828;retail;0;0.683197487;4;medium;7;0.505639302;0;185.6704802;no
1829;support;0;0.665512156;3;medium;7;0.607826666;0;185.2774875;no
1830;operations;0;0.632283947;3;low;8;0.502422545;0;187.7281704;no
1831;sales;0;0.760940803;3;medium;5;0.51976998;0;180.1010369;no
1832;sales;0;0.67989572;2;medium;6;0.512234767;0;181.886072;no
1833;marketing;0;0.580672707;3;medium;6;0.673443763;0;181.8843941;no
1834;sales;0;0.63938118;3;medium;8;0.46019185;0;189.9219562;no
1835;sales;1;0.602573605;3;medium;5;0.740270137;0;179.0606446;no
1836;finance;0;0.659813741;4;medium;4;0.643357541;0;177.45561;no
1837;engineering;0;0.588489908;3;medium;5;0.561747818;0;181.2289418;no
1838;sales;0;0.536387594;3;medium;6;0.612197479;0;183.9151214;no
1839;retail;0;0.559148085;3;low;6;0.559136402;0;183.4382583;yes
1840;support;0;0.614568045;3;medium;5;0.694617753;0;179.9054628;no
1841;operations;0;0.609955234;3;medium;7;0.583176002;1;185.0840176;no
1842;engineering;0;0.69706242;4;medium;5;0.597617426;0;181.2221306;no
1843;admin;0;0.53090344;3;medium;6;0.538844018;0;183.7530099;no
1844;operations;0;0.665572923;3;medium;6;0.617350787;0;183.8599941;no
1845;retail;0;0.630463082;4;low;5;0.588098171;0;179.3410114;no
1846;engineering;0;0.533356748;3;medium;5;0.922508946;0;178.8690584;no
1847;sales;0;0.684436937;3;high;5;0.566250411;0;180.4971358;no
1848;retail;0;0.563627735;4;medium;6;0.758885368;1;181.819284;no
1849;marketing;0;0.566032701;3;medium;5;0.5989906;0;179.2302559;no
1850;retail;1;0.666820623;4;medium;6;0.595137239;0;181.6356882;no
1851;sales;0;0.725162263;3;medium;6;0.428636189;0;183.1065487;no
1852;operations;0;0.638302055;3;medium;4;0.770625456;0;176.5488482;no
1853;retail;0;0.764214983;3;medium;6;0.523486396;0;182.7395416;no
1854;engineering;0;0.745380134;4;medium;4;0.613493082;0;176.8589212;no
1855;engineering;0;0.753684002;4;low;5;0.525715521;0;180.8567334;no
1856;support;0;0.685546758;3;medium;6;0.620531212;0;184.3672542;no
1857;operations;0;0.756268206;3;medium;4;0.633423452;1;177.5397336;no
1858;sales;0;0.720906724;4;low;6;0.473787901;0;182.4807571;no
1859;sales;0;0.605509285;3;medium;6;0.576850327;0;182.6752933;no
1860;sales;0;0.739644249;3;medium;4;0.386212756;0;178.4232063;no
1861;sales;0;0.50429139;3;medium;5;0.743077871;0;179.6970675;no
1862;engineering;0;0.628892353;4;high;6;0.457184105;0;184.2358608;no
1863;operations;1;0.663385376;4;low;6;0.652050494;0;183.9824607;no
1864;sales;0;0.572658524;3;high;5;0.720916649;1;180.355764;no
1865;operations;0;0.662127823;3;medium;6;0.535112949;1;182.9962822;no
1866;retail;0;0.654451089;4;low;6;0.578765501;0;183.5797263;no
1867;retail;0;0.623481216;3;medium;6;0.595036737;0;182.6969633;no
1868;retail;0;0.562681791;3;high;5;0.730250321;0;181.1427978;no
1869;admin;0;0.580438001;3;medium;6;0.784728802;0;183.1222524;no
1870;IT;0;0.707632305;3;medium;6;0.687698043;0;181.9894237;no
1871;sales;0;0.647316404;3;medium;5;0.626144943;0;180.4836051;no
1872;engineering;0;0.556052286;3;medium;5;0.740355849;0;179.2627488;no
1873;sales;0;0.694047715;4;medium;5;0.710295391;0;180.7148835;no
1874;IT;0;0.639719707;2;low;5;0.500125894;0;179.8582206;no
1875;engineering;1;0.618966608;3;medium;7;0.559603704;0;185.558523;no
1876;marketing;0;0.710219698;2;medium;5;0.430300495;1;178.8606501;no
1877;engineering;1;0.736454258;5;medium;6;0.434276165;0;183.9784873;no
1878;engineering;0;0.641634946;3;high;6;0.570183612;1;184.4264888;no
1879;sales;0;0.667798691;3;medium;5;0.571941299;0;180.3916732;no
1880;sales;0;0.620054071;4;medium;4;0.715459697;0;178.4672038;no
1881;operations;0;0.73545652;3;high;4;0.570452898;0;177.810939;no
1882;logistics;0;0.604156526;4;low;6;0.670703803;0;183.2354522;no
1883;sales;0;0.636242258;3;medium;5;0.739243835;0;179.2497679;no
1884;sales;0;0.62086779;3;medium;5;0.711674055;0;180.0556388;no
1885;admin;0;0.683731622;3;high;5;0.57988986;0;181.2091692;no
1886;sales;0;0.531920209;3;medium;6;0.787963616;0;182.6557517;no
1887;admin;0;0.733842385;3;medium;5;0.466577027;1;181.2331811;no
1888;support;0;0.65162855;3;medium;5;0.621703431;0;180.994814;no
1889;sales;0;0.712210861;3;low;6;0.505752893;0;182.5272946;no
1890;marketing;0;0.617828957;3;low;6;0.687183226;1;181.6034612;no
1891;IT;0;0.641062049;3;medium;6;0.591767664;0;183.9335627;no
1892;finance;0;0.712272503;3;medium;5;0.398091619;0;180.1771909;no
1893;admin;0;0.577556672;3;medium;5;0.78783991;0;181.2710329;no
1894;operations;0;0.647422553;3;medium;5;0.61925254;0;180.2048925;no
1895;IT;0;0.686506766;3;high;5;0.465903532;0;179.5112928;no
1896;support;0;0.626240513;4;high;5;0.649130012;0;181.0017179;no
1897;retail;0;0.653083426;4;low;4;0.55584708;0;177.3253348;no
1898;operations;0;0.616965727;3;medium;5;0.604439959;1;178.7152287;no
1899;engineering;0;0.671738623;3;medium;6;0.651968059;0;184.369895;no
1900;sales;0;0.686107453;3;medium;6;0.625407788;0;183.0985202;no
1901;operations;0;0.626082757;3;medium;5;0.711593657;0;180.1459109;no
1902;operations;0;0.699561796;3;medium;6;0.502880002;0;182.9838937;no
1903;retail;0;0.656293165;4;medium;5;0.568098028;0;181.3867877;no
1904;admin;0;0.585099857;3;medium;6;0.630959757;0;183.9254917;no
1905;operations;0;0.623315977;4;low;5;0.69796065;1;178.9024044;no
1906;sales;0;0.652045134;4;medium;4;0.72628022;1;177.3607612;no
1907;retail;0;0.758135856;5;medium;5;0.561553092;0;179.0606061;no
1908;operations;0;0.674497501;3;medium;7;0.441479373;0;185.5068092;no
1909;admin;0;0.581839841;3;medium;6;0.633951732;0;181.6127206;no
1910;support;0;0.711885499;4;medium;6;0.329831522;0;182.5713838;no
1911;engineering;0;0.468019633;3;high;7;0.801119112;0;185.2250287;no
1912;operations;0;0.472068751;3;medium;5;0.928807461;0;179.2860958;no
1913;sales;0;0.579378835;4;medium;5;0.746232205;0;180.8454183;no
1914;engineering;0;0.588740171;4;medium;6;0.680457472;0;183.6239536;no
1915;operations;0;0.70127402;4;medium;5;0.598310664;0;180.3130395;no
1916;sales;0;0.577153546;3;high;5;0.539255809;0;181.0312476;no
1917;operations;0;0.63486053;4;medium;5;0.675405758;0;180.4746944;no
1918;operations;0;0.673966573;4;medium;6;0.464796883;1;183.7327451;no
1919;support;0;0.684310869;4;medium;6;0.565764517;0;182.286744;no
1920;admin;0;0.577732224;3;medium;5;0.615271165;0;180.4306494;no
1921;marketing;0;0.646679873;3;medium;5;0.633047844;1;181.2739829;no
1922;engineering;0;0.531631308;4;high;5;0.803060393;0;180.4861734;no
1923;retail;0;0.598050384;3;medium;6;0.607598233;1;181.7484623;no
1924;marketing;0;0.662377446;4;medium;6;0.561374869;0;182.6679096;no
1925;retail;0;0.714729263;3;medium;7;0.374770686;0;184.7361261;no
1926;engineering;0;0.535997872;3;medium;6;0.692809969;0;182.1710022;no
1927;sales;0;0.795989937;3;medium;5;0.59628339;1;179.390092;no
1928;retail;1;0.681808652;3;medium;7;0.45936872;1;185.7835859;no
1929;sales;0;0.651441792;3;medium;7;0.493525955;0;184.7527641;no
1930;marketing;0;0.697825822;3;high;7;0.606262926;0;184.5958056;no
1931;operations;0;0.603038017;4;high;5;0.656471712;0;181.0164654;no
1932;operations;0;0.780131343;4;medium;6;0.395798724;1;183.2483966;no
1933;engineering;0;0.762844095;3;medium;5;0.452716945;0;180.8405417;no
1934;operations;0;0.724075926;3;medium;5;0.581823775;0;180.324661;no
1935;operations;0;0.734521709;2;medium;5;0.475192497;0;181.1322685;no
1936;retail;0;0.567441947;3;low;4;0.740439519;1;178.3292672;no
1937;sales;0;0.611916515;3;medium;6;0.62212329;1;182.619929;no
1938;sales;0;0.521789854;3;low;5;0.794998785;0;179.4583543;no
1939;operations;0;0.701003586;3;medium;4;0.565214888;0;177.8424169;no
1940;marketing;0;0.682876532;4;medium;4;0.6050525;1;178.4357689;no
1941;retail;0;0.785774003;3;medium;6;0.47243117;0;181.8423198;no
1942;operations;0;0.563563086;2;medium;5;0.889088989;0;178.7120473;no
1943;support;0;0.763344352;2;medium;6;0.435822512;0;183.3796366;no
1944;engineering;0;0.711601744;4;medium;4;0.581477448;1;177.193409;no
1945;operations;0;0.679177352;4;medium;6;0.518612069;0;181.934026;no
1946;retail;0;0.645427554;4;medium;6;0.594965159;0;182.9550636;no
1947;engineering;0;0.518871114;4;medium;5;0.827006507;0;179.5232205;no
1948;retail;0;0.609523467;3;high;8;0.40310005;0;188.1901728;no
1949;support;0;0.642664397;4;medium;6;0.563749162;0;183.7312665;no
1950;engineering;0;0.584054674;4;medium;6;0.595044615;1;183.1209874;no
1951;operations;0;0.622973408;4;low;5;0.655777689;0;179.3251963;no
1952;sales;0;0.461625035;4;medium;6;0.786413591;0;183.077029;no
1953;marketing;0;0.589380306;4;medium;6;0.696137328;0;182.1452007;no
1954;operations;0;0.656308697;3;low;5;0.687463872;1;179.3967282;no
1955;logistics;0;0.746328078;3;low;5;0.576629851;0;178.7738559;no
1956;sales;0;0.531505867;3;medium;5;0.672756573;1;178.6249556;no
1957;operations;0;0.696188409;3;medium;6;0.52941337;1;181.906092;no
1958;marketing;0;0.741305301;3;medium;6;0.428019504;1;183.6272731;no
1959;operations;0;0.579917929;4;medium;5;0.732559755;0;179.4905225;no
1960;retail;0;0.649440998;3;medium;4;0.552573683;1;178.3737483;no
1961;engineering;0;0.594446867;3;medium;5;0.645187398;0;181.4063371;no
1962;IT;0;0.661461755;4;medium;5;0.710893882;0;180.6238666;no
1963;sales;0;0.601878361;3;low;4;0.733185236;1;175.872289;no
1964;retail;0;0.600707513;3;medium;5;0.695733824;1;180.3854954;no
1965;operations;1;0.712121757;3;medium;5;0.579135636;0;179.8251552;no
1966;retail;1;0.656846786;4;medium;7;0.629618385;1;185.3736509;no
1967;sales;0;0.721854616;3;medium;6;0.522823394;1;183.5832591;no
1968;sales;0;0.841380937;3;medium;6;0.271868289;1;181.6545163;no
1969;sales;0;0.66288207;3;medium;6;0.631037041;0;182.1992761;no
1970;retail;0;0.702068398;4;high;5;0.557814311;0;179.7895848;no
1971;admin;0;0.600339593;3;medium;3;0.724364418;0;174.9088485;no
1972;operations;1;0.549908405;3;medium;6;0.671107142;0;184.4795304;no
1973;sales;0;0.718251981;3;medium;5;0.522981735;1;180.2307642;no
1974;retail;0;0.688482489;3;high;5;0.608359379;0;180.3473078;no
1975;logistics;0;0.537425228;3;high;7;0.711761502;1;186.1711788;no
1976;marketing;0;0.643062843;3;medium;6;0.67206467;0;183.0334052;no
1977;marketing;0;0.66858543;3;medium;6;0.537583538;0;183.2032808;no
1978;operations;0;0.63271388;3;medium;6;0.701843991;0;181.9007872;no
1979;operations;0;0.547753177;2;medium;6;0.791760225;0;181.5639927;no
1980;marketing;0;0.589541392;4;medium;6;0.723564934;0;184.0887357;no
1981;finance;0;0.713665552;4;high;6;0.476571952;0;183.2769882;no
1982;operations;0;0.574879767;3;medium;4;0.699893686;0;177.9969584;no
1983;support;0;0.620298122;3;low;5;0.750094129;0;179.2977536;no
1984;sales;0;0.577457675;3;medium;5;0.707475265;0;179.5374666;no
1985;operations;1;0.734333097;3;medium;5;0.540135435;0;179.5613287;no
1986;marketing;0;0.542552617;3;medium;6;0.552430259;0;183.5293835;no
1987;IT;0;0.471011889;2;medium;6;0.674172986;0;184.0636977;no
1988;logistics;0;0.640160884;3;medium;7;0.556052947;1;187.3242104;no
1989;retail;0;0.459455967;4;medium;6;0.886988605;0;182.5272356;no
1990;marketing;0;0.646901808;4;medium;6;0.593643456;1;183.7289148;no
1991;operations;0;0.660383683;4;medium;5;0.494111257;0;179.8354121;no
1992;sales;0;0.683830498;4;medium;4;0.756954847;0;176.0244534;no
1993;operations;0;0.628634414;3;medium;5;0.607000566;1;180.7405197;no
1994;engineering;0;0.646034781;3;medium;5;0.680226387;0;179.0943301;no
1995;admin;0;0.701414022;4;medium;4;0.597599405;1;176.6916052;no
1996;IT;0;0.584304009;2;medium;5;0.813403398;0;179.1556753;no
1997;engineering;0;0.710210907;3;medium;5;0.458009541;0;178.8288534;no
1998;engineering;0;0.618278877;3;medium;4;0.690923657;0;178.2837213;no
1999;sales;0;0.604688711;3;high;7;0.659694774;1;184.9649534;no
2000;retail;0;0.625606069;3;high;5;0.679751613;0;179.871077;no
2001;engineering;0;0.728968178;4;low;4;0.61163769;0;178.3505138;no
2002;sales;0;0.634604833;3;high;6;0.550546228;0;182.5372439;no
2003;marketing;0;0.660906683;3;low;5;0.622599333;0;179.0161015;no
2004;sales;0;0.674138726;4;medium;6;0.59774978;0;183.0450248;no
2005;operations;0;0.66780556;4;medium;5;0.789153855;0;180.7525084;no
2006;finance;1;0.541570813;3;medium;6;0.693059957;1;184.4131175;no
2007;operations;0;0.604287064;3;medium;7;0.699929502;0;184.5706992;no
2008;sales;0;0.638859235;3;medium;5;0.566243866;0;180.5292304;no
2009;logistics;0;0.717035475;3;medium;5;0.717244473;0;179.7399953;no
2010;engineering;0;0.657432193;3;high;6;0.60355812;0;183.388926;no
2011;marketing;1;0.70592343;4;medium;5;0.54108741;0;180.404351;no
2012;sales;0;0.62204817;3;high;6;0.657268978;0;183.2571591;no
2013;operations;0;0.484124389;3;medium;4;0.800003758;1;177.9360295;no
2014;support;0;0.639555262;3;medium;6;0.527241265;1;184.4496853;no
2015;operations;0;0.56990221;3;medium;5;0.73292635;0;181.2163735;no
2016;operations;0;0.696246261;2;medium;5;0.532326138;0;181.3167097;no
2017;sales;0;0.70065111;3;high;6;0.406745747;1;182.390301;no
2018;retail;0;0.738204012;3;medium;6;0.489281765;0;183.0561275;no
2019;engineering;0;0.490725546;4;medium;6;0.743255164;1;182.2563714;no
2020;sales;0;0.645160536;4;low;5;0.707832014;0;180.4863491;no
2021;finance;1;0.535181707;3;medium;6;0.654583322;0;182.9993283;no
2022;engineering;0;0.638392835;4;medium;5;0.504192422;1;179.3581854;no
2023;sales;0;0.566080251;3;medium;7;0.639788131;1;184.8529257;no
2024;marketing;0;0.536038838;3;medium;5;0.758707364;0;179.3818103;no
2025;operations;0;0.620044302;4;low;6;0.618591961;0;184.299614;no
2026;operations;0;0.644547204;3;medium;5;0.557417782;0;180.4693277;no
2027;support;0;0.592966356;3;medium;5;0.706286393;0;178.8161289;no
